"","SurveyNumber","FieldNumber","qpcr_a","qpcr_b","qpcr_c","toeclip_extracted","swab_extracted","successful culture?","dayCaptured","monthCaptured","yearCaptured","Taxon","Site","SVL_mm","Mass_g","TissueTaken","Sex","Lifestage","Latitude","Longitude","Elevation_feet","Elevation_m","Locality","Site_name","Capture_time","Comments","picture","max_temp_daily","min_temp_daily","mean_temp_at_hour","mean_rel_humidity_at_hour","max_relative_humidity","min_relative_humidity","max_temp_monthly","min_temp_monthly","bay_area_only","other_permit","ZE_1","ZE_2","ZE_3"
"272",36,"IDR262",3.964613914,1.899875522,1.170685172,NA,"y","n",25,"July",2019,"Pseudacris_regilla","Angelo Coast","32","5","swab, toeclip, culture","male","adult",39.73601,-123.63107,1336,407.2,"river","along_eel_river","24_30",NA,"DSC0277-0279",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"317.1691132","151.9900417",93.65481377
"273",37,"IDR263",0,0,0,NA,"y","n",27,"July",2019,"Rana_boylii","Angelo Coast","40","7.5","swab, toeclip","female","adult",39.73458,-123.62958,1427,434.9,"creek","unnamed_creek_off_eel_river","11_02","lesions on back - bd?","DSC0323-0329",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"274",37,"IDR264",0,0,0,NA,"y","n",27,"July",2019,"Rana_boylii","Angelo Coast","53","22","swab, toeclip, culture","male","adult",39.73458,-123.62958,1427,434.9,"creek","unnamed_creek_off_eel_river","11_16",NA,"DSC0304-0309",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"275",37,"IDR265",0,0,0,NA,"y","n",27,"July",2019,"Rana_boylii","Angelo Coast","52","19","swab, toeclip, culture","male","adult",39.73457,-123.62895,1438,438.3,"creek","unnamed_creek_off_eel_river","12_04","lethargic","DSC0344-0346",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"276",37,"IDR266",0,0,0,NA,"y","n",27,"July",2019,"Rana_boylii","Angelo Coast","57","22","swab, toeclip, culture","female","adult",39.73478,-123.62825,1446,440.7,"creek","unnamed_creek_off_eel_river","12_52",NA,"DSC0357-0368",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"277",37,"IDR267",0,0,0,NA,"y","n",27,"July",2019,"Rana_boylii","Angelo Coast","50.5","16.5","swab, toeclip, culture","male","adult",39.73478,-123.62825,1446,440.7,"creek","unnamed_creek_off_eel_river","13_45",NA,"DSC0370-0373",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"278",37,"IDR268",0.026332902,0.03676559,0.027586063,NA,"y","n",27,"July",2019,"Rana_boylii","Angelo Coast","37","9.5","swab, toeclip, culture","male","juvenile",39.73466,-123.62874,1471,448.4,"creek","unnamed_creek_off_eel_river","14_11","red lines alond back","DSC0390-0395",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"2.106632143","2.941247225",2.20688507
"279",37,"IDR269",0,0.041536171,0,NA,"y","n",27,"July",2019,"Rana_boylii","Angelo Coast","49","18.5","swab, toeclip","male","adult",39.73457,-123.62894,1462,445.6,"creek","unnamed_creek_off_eel_river","14_15",NA,"DSC0379-0389",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","3.322893679",0
"280",37,"IDR270",0,0.037435044,0,NA,"y","n",27,"July",2019,"Rana_boylii","Angelo Coast","51","16","swab, toeclip","male","adult",39.73457,-123.62894,1462,445.6,"creek","unnamed_creek_off_eel_river","15_10","reddish spots","DSC0420-0424",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","2.994803488",0
"281",38,"IDR271",0,0,0,NA,"y","n",29,"July",2019,"Pseudacris_regilla","Younger Lagoon","28","2","swab, toeclip","female","adult",36.95016,-122.06521,38,11.6,"waterbox","green_water_box_near_whale_bones","20_44",NA,"DSC0347-0443",18.9,11.6,NA,NA,99,68,NA,NA,0,NA,"0","0",0
"282",38,"IDR272",0,0,0,NA,"y","n",29,"July",2019,"Pseudacris_regilla","Younger Lagoon","24","1","swab, toeclip","female","adult",36.95016,-122.06521,38,11.6,"waterbox","green_water_box_near_whale_bones","20_56","wind picked up, only swab tip in tube","DSC0445-0447",18.9,11.6,NA,NA,99,68,NA,NA,0,NA,"0","0",0
"283",39,"IDR273",0,0,0,NA,"y","n",29,"July",2019,"Pseudacris_regilla","Younger Lagoon","24","0.5","swab, toeclip, culture","female","adult",36.95145,-122.06535,50,15.2,"asphalt","sidewalk_between_whales_and_office","22_07",NA,"DSC0460-0461",18.9,11.6,NA,NA,99,68,NA,NA,0,NA,"0","0",0
"284",39,"IDR274",0,0,0,NA,"y","n",29,"July",2019,"Pseudacris_regilla","Younger Lagoon","26","2","swab, toeclip, culture",NA,"adult",36.95145,-122.06535,50,15.2,"asphalt","sidewalk_between_whales_and_office","22_07",NA,"DSC0458-0459",18.9,11.6,NA,NA,99,68,NA,NA,0,NA,"0","0",0
"285",39,"IDR275",0,0,0,NA,"y","n",29,"July",2019,"Pseudacris_regilla","Younger Lagoon","38.5","5.5","swab, toeclip, culture","female","adult",36.95145,-122.06535,50,15.2,"asphalt","sidewalk_between_whales_and_office","22_07","right foot short; stubby middle toe, pinkish shoulders","DSC0467-0468",18.9,11.6,NA,NA,99,68,NA,NA,0,NA,"0","0",0
"286",39,"IDR276",0,0,0,NA,"y","n",29,"July",2019,"Pseudacris_regilla","Younger Lagoon","28","2","swab, toeclip",NA,"adult",36.95195,-122.06533,51,15.5,"asphalt","sidewalk_between_whales_and_office","22_10",NA,"DSC0453-0454",18.9,11.6,NA,NA,99,68,NA,NA,0,NA,"0","0",0
"287",39,"IDR277",0,0,0,NA,"y","n",29,"July",2019,"Pseudacris_regilla","Younger Lagoon","25","1.5","swab, toeclip",NA,"adult",36.9528,-122.06526,51,15.5,"asphalt","sidewalk_between_whales_and_office","22_12",NA,"DSC0455-0456",18.9,11.6,NA,NA,99,68,NA,NA,0,NA,"0","0",0
"288",39,"IDR278",0,0,0,NA,"y","n",29,"July",2019,"Pseudacris_regilla","Younger Lagoon","26.5","1.5","swab, toeclip",NA,"adult",36.95195,-122.06533,51,15.5,"asphalt","sidewalk_between_whales_and_office","23_35",NA,"DSC0471",18.9,11.6,NA,NA,99,68,NA,NA,0,NA,"0","0",0
"289",40,"IDR279",0,0,0,NA,"y","n",30,"July",2019,"Pseudacris_regilla","Younger Lagoon","25","2.5","swab, toeclip, culture",NA,"adult",36.95255,-122.06691,15,4.6,"lagoon","lagoon","21_13",NA,"DSC0629-0531",17.7,10.8,NA,NA,93,71,NA,NA,0,NA,"0","0",0
"290",40,"IDR280",0,0,0,NA,"y","n",30,"July",2019,"Pseudacris_regilla","Younger Lagoon","29.5","1.5","swab, toeclip, culture",NA,"adult",36.95255,-122.06691,15,4.6,"lagoon","lagoon","21_13",NA,"DSC0515-0517",17.7,10.8,NA,NA,93,71,NA,NA,0,NA,"0","0",0
"291",40,"IDR281",0,0,0,NA,"y","n",30,"July",2019,"Pseudacris_regilla","Younger Lagoon","24","2.5","swab, toeclip",NA,"adult",36.95248,-122.06666,15,4.6,"lagoon","lagoon","21_20",NA,"DSC0483-0487",17.7,10.8,NA,NA,93,71,NA,NA,0,NA,"0","0",0
"292",40,"IDR282",0,0,0,NA,"y","n",30,"July",2019,"Pseudacris_regilla","Younger Lagoon","25","1","swab, toeclip, culture",NA,"adult",36.95248,-122.06666,15,4.6,"lagoon","lagoon","21_20",NA,"DSC0472-0474",17.7,10.8,NA,NA,93,71,NA,NA,0,NA,"0","0",0
"293",40,"IDR283",0,0,0,NA,"y","n",30,"July",2019,"Pseudacris_regilla","Younger Lagoon","31","1.5","swab, toeclip, culture",NA,"adult",36.95267,-122.06657,35,10.7,"lagoon","lagoon","21_27",NA,"DSC0525-0527",17.7,10.8,NA,NA,93,71,NA,NA,0,NA,"0","0",0
"294",40,"IDR284",0,0,0,NA,"y","n",30,"July",2019,"Pseudacris_regilla","Younger Lagoon","25","1.5","swab, toeclip, culture",NA,"adult",36.95266,-122.06647,32,9.8,"lagoon","lagoon","21_31",NA,"DSC0532-0534",17.7,10.8,NA,NA,93,71,NA,NA,0,NA,"0","0",0
"295",40,"IDR285",0,0,0,NA,"y","n",30,"July",2019,"Pseudacris_regilla","Younger Lagoon","27.5","3","swab, toeclip",NA,"adult",36.95219,-122.06586,35,10.7,"lagoon","lagoon","21_36",NA,"DSC0502-0503",17.7,10.8,NA,NA,93,71,NA,NA,0,NA,"0","0",0
"296",40,"IDR286",0,0,0,NA,"y","n",30,"July",2019,"Pseudacris_regilla","Younger Lagoon","32","1.5","swab, toeclip, culture",NA,"adult",36.95213,-122.06584,33,10.1,"lagoon","lagoon","21_37",NA,"DSC0490-0493",17.7,10.8,NA,NA,93,71,NA,NA,0,NA,"0","0",0
"297",40,"IDR287",0,0,0,NA,"y","n",30,"July",2019,"Pseudacris_regilla","Younger Lagoon","26.5","3.5","swab, toeclip, culture",NA,"adult",36.95213,-122.06584,33,10.1,"lagoon","lagoon","22_34",NA,"DSC0475-0479",17.7,10.8,NA,NA,93,71,NA,NA,0,NA,"0","0",0
"298",40,"IDR288",0,0,0,NA,"y","n",30,"July",2019,"Pseudacris_regilla","Younger Lagoon","27","1","swab, toeclip, culture",NA,"adult",36.95294,-122.06687,44,13.4,"lagoon","lagoon","24_32",NA,"DSC0542-0544",17.7,10.8,NA,NA,93,71,NA,NA,0,NA,"0","0",0
"299",40,"IDR289",0,0,0,NA,"y","n",30,"July",2019,"Pseudacris_regilla","Younger Lagoon","29","2","swab, toeclip, culture",NA,"adult",36.95319,-122.06629,51,15.5,"bark_gravel_trail","behind_office","24_35",NA,"DSC0547-0552",17.7,10.8,NA,NA,93,71,NA,NA,0,NA,"0","0",0
"300",40,"IDR290",0,0,0,NA,"y","n",30,"July",2019,"Pseudacris_regilla","Younger Lagoon","29","2.5","swab, toeclip, culture",NA,"adult",36.95319,-122.06629,51,15.5,"bark_gravel_trail","behind_office","24_35",NA,"DSC0556-0557",17.7,10.8,NA,NA,93,71,NA,NA,0,NA,"0","0",0
"301",40,"IDR291",0,0,0,NA,"y","n",30,"July",2019,"Pseudacris_regilla","Younger Lagoon","26.5","1.5","swab, toeclip, culture",NA,"adult",36.95319,-122.06629,51,15.5,"deck","on_office_deck","24_40",NA,"DSC0588-0602",17.7,10.8,NA,NA,93,71,NA,NA,0,NA,"0","0",0
"302",41,"IDR292",0.213364258,0.401027471,0.195966661,NA,"y","n",31,"July",2019,"Lithobates_catesbeianus","Younger Lagoon","74","52.5","swab, toeclip, culture",NA,"juvenile",36.95758,-122.06483,54,16.5,"pond","pond_near_railroad_tracks","20_54","lesions on shoulder and arms","DSC0588-0602",17.3,12.2,NA,NA,97,72,NA,NA,0,NA,"17.06914067","32.08219767",15.67733288
"303",42,"IDR293",0,0,0,NA,"y","n",31,"July",2019,"Pseudacris_regilla","Younger Lagoon","29.5","3","swab, toeclip, culture","female","adult",36.94949,-122.06263,30,9.1,"meadow","restored_meadow","22_34",NA,"DSC0611-0612",17.3,12.2,NA,NA,97,72,NA,NA,0,NA,"0","0",0
"304",42,"IDR294",0,0,0,NA,"y","n",31,"July",2019,"Pseudacris_regilla","Younger Lagoon","32","3","swab, toeclip, culture","female","adult",36.94949,-122.06263,30,9.1,"meadow","restored_meadow","22_35",NA,"DSC0626-0627",17.3,12.2,NA,NA,97,72,NA,NA,0,NA,"0","0",0
"305",42,"IDR295",0,0,0,NA,"y","n",31,"July",2019,"Pseudacris_regilla","Younger Lagoon","28","2.5","swab, toeclip, culture",NA,"juvenile",36.94899,-122.06428,34,10.4,"meadow","restored_meadow","23_12",NA,"DSC0628-0635",17.3,12.2,NA,NA,97,72,NA,NA,0,NA,"0","0",0
"306",42,"IDR296",0,0,0,NA,"y","n",31,"July",2019,"Pseudacris_regilla","Younger Lagoon","28","1","swab, toeclip",NA,"juvenile",36.94876,-122.06464,31,9.4,"meadow","restored_meadow","23_12",NA,"DSC0636-0641",17.3,12.2,NA,NA,97,72,NA,NA,0,NA,"0","0",0.004092367
"307",43,"IDR297",0,0,0,NA,"y","n",31,"July",2019,"Pseudacris_regilla","Younger Lagoon","41","11","swab, toeclip, culture","male","adult",36.94932,-122.06548,32,9.8,"grass","parking_lot_islands","23_20",NA,"DSC0642-0648",17.3,12.2,NA,NA,97,72,NA,NA,0,NA,"0","0",0
"308",43,"IDR298",0,0,0,NA,"y","n",31,"July",2019,"Pseudacris_regilla","Younger Lagoon","24.5","2","swab, toeclip, culture",NA,"adult",36.94934,-122.06536,32,9.8,"grass","parking_lot_islands","23_20",NA,"DSC0649-0653",17.3,12.2,NA,NA,97,72,NA,NA,0,NA,"0","0",0
"309",43,"IDR299",0,0,0,NA,"y","n",31,"July",2019,"Pseudacris_regilla","Younger Lagoon","22.5","1.5","swab, toeclip",NA,"adult",36.95318,-122.06648,49,14.9,"grass","parking_lot_islands","23_22",NA,"DSC0654-0656",17.3,12.2,NA,NA,97,72,NA,NA,0,NA,"0","0",0
"310",43,"IDR300",0,0,0,NA,"y","n",31,"July",2019,"Pseudacris_regilla","Younger Lagoon","30","2","swab, toeclip, culture",NA,"adult",36.94995,-122.06509,38,11.6,"grass","parking_lot_islands","23_28",NA,"DSC0671-0672",17.3,12.2,NA,NA,97,72,NA,NA,0,NA,"0","0",0
"311",43,"IDR301",0,0,0,NA,"y","n",31,"July",2019,"Pseudacris_regilla","Younger Lagoon","27","2","swab, toeclip",NA,"adult",36.94996,-122.06501,39,11.9,"grass","parking_lot_islands","23_30",NA,"DSC0673-0674",17.3,12.2,NA,NA,97,72,NA,NA,0,NA,"0","0",0
"312",43,"IDR302",0,0,0,NA,"y","n",31,"July",2019,"Pseudacris_regilla","Younger Lagoon","24.5","1","swab, toeclip, culture",NA,"adult",36.94991,-122.06488,38,11.6,"grass","parking_lot_islands","23_32",NA,"DSC0694",17.3,12.2,NA,NA,97,72,NA,NA,0,NA,"0","0",0
"313",43,"IDR303",0,0,0,NA,"y","n",31,"July",2019,"Pseudacris_regilla","Younger Lagoon","29","2.5","swab, toeclip, culture",NA,"adult",36.95005,-122.06491,37,11.3,"grass","parking_lot_islands","23_40",NA,"DSC0701-0702",17.3,12.2,NA,NA,97,72,NA,NA,0,NA,"0","0",0
"314",43,"IDR304",0,0,0,NA,"y","n",31,"July",2019,"Pseudacris_regilla","Younger Lagoon","26.5","1","swab, toeclip, culture",NA,"adult",36.95005,-122.06508,38,11.6,"grass","parking_lot_islands","23_42",NA,"DSC0708-0709",17.3,12.2,NA,NA,97,72,NA,NA,0,NA,"0","0",0
"315",43,"IDR305",0,0,0,NA,"y","n",31,"July",2019,"Pseudacris_regilla","Younger Lagoon","25.5","2.5","swab, toeclip, culture",NA,"adult",36.95005,-122.06508,38,11.6,"grass","parking_lot_islands","23_43",NA,"DSC0711-0712",17.3,12.2,NA,NA,97,72,NA,NA,0,NA,"0","0",0
"316",43,"IDR306",0,0,0,NA,"y","n",31,"July",2019,"Pseudacris_regilla","Younger Lagoon","22","1.5","swab, toeclip, culture",NA,"adult",36.95031,-122.06534,35,10.7,"grass","parking_lot_islands","23_51",NA,"DSC0713-0714",17.3,12.2,NA,NA,97,72,NA,NA,0,NA,"0","0",0
"317",44,"IDR307",3.862102032,4.182178974,3.281568,NA,"y","n",6,"August",2019,"Pseudacris_regilla","Sedgwick","21","1.5","swab, toeclip",NA,"adult",34.69332,-120.03913,1079,328.9,"manmade_pond","ponds_behind_white_house","20_30",NA,NA,31.8,9.9,NA,NA,100,33,37.1,6.6,0,NA,"308.9681625","334.5743179",262.52544
"318",44,"IDR308",14.3156147,15.03231525,12.41922,NA,"y","n",6,"August",2019,"Pseudacris_regilla","Sedgwick","23","1.5","swab, toeclip",NA,"adult",34.69332,-120.03913,1079,328.9,"manmade_pond","ponds_behind_white_house","20_36",NA,NA,31.8,9.9,NA,NA,100,33,37.1,6.6,0,NA,"1145.249176","1202.58522",993.5376
"319",44,"IDR309",0.023180798,0,0,NA,"y","n",6,"August",2019,"Anaxyrus_boreas","Sedgwick","43","10.5","swab, toeclip, culture",NA,"juvenile",34.69332,-120.03913,1079,328.9,"manmade_pond","ponds_behind_white_house","20_34",NA,NA,31.8,9.9,NA,NA,100,33,37.1,6.6,0,NA,"1.854463816","0",0
"320",44,"IDR310",0.416153371,0.885070026,0.545605183,NA,"y","n",6,"August",2019,"Anaxyrus_boreas","Sedgwick","22.5","1.5","swab, toeclip, culture",NA,"juvenile",34.69332,-120.03913,1079,328.9,"manmade_pond","ponds_behind_white_house","20_44",NA,NA,31.8,9.9,NA,NA,100,33,37.1,6.6,0,NA,"33.29226971","70.80560207",43.64841461
"321",44,"IDR311",0,0,0,NA,"y","n",6,"August",2019,"Pseudacris_regilla","Sedgwick","19.5","1","swab, toeclip",NA,"adult",34.69332,-120.03913,1079,328.9,"manmade_pond","ponds_behind_white_house","20_47",NA,NA,31.8,9.9,NA,NA,100,33,37.1,6.6,0,NA,"0","0",0
"322",44,"IDR312",0.162323713,0.266856909,0.122375362,NA,"y","n",6,"August",2019,"Pseudacris_regilla","Sedgwick","18.5","1","swab, toeclip",NA,"juvenile",34.69332,-120.03913,1079,328.9,"manmade_pond","ponds_behind_white_house","20_51",NA,NA,31.8,9.9,NA,NA,100,33,37.1,6.6,0,NA,"12.98589706","21.3485527",9.79002893
"323",44,"IDR313",0,0,0,NA,"y","n",6,"August",2019,"Pseudacris_regilla","Sedgwick","20","0.5","swab, toeclip",NA,"adult",34.69332,-120.03913,1079,328.9,"manmade_pond","ponds_behind_white_house","20_56",NA,NA,31.8,9.9,NA,NA,100,33,37.1,6.6,0,NA,"0","0",0
"324",44,"IDR314",4.42146492,4.097752094,3.774648428,NA,"y","n",6,"August",2019,"Pseudacris_regilla","Sedgwick","19","0.5","swab, toeclip",NA,"adult",34.69332,-120.03913,1079,328.9,"manmade_pond","ponds_behind_white_house","20_57",NA,NA,31.8,9.9,NA,NA,100,33,37.1,6.6,0,NA,"353.7171936","327.8201675",301.9718742
"325",44,"IDR315",0,0,0,NA,"y","n",6,"August",2019,"Pseudacris_regilla","Sedgwick","19.5","2.5","swab, toeclip",NA,"adult",34.69332,-120.03913,1079,328.9,"manmade_pond","ponds_behind_white_house","21_10","camera ran out of battery",NA,31.8,9.9,NA,NA,100,33,37.1,6.6,0,NA,"0","0",0
"326",44,"IDR316",1.39490819,1.358690023,1.08781898,NA,"y","n",6,"August",2019,"Pseudacris_regilla","Sedgwick","20","2","swab, toeclip",NA,"adult",34.69332,-120.03913,1079,328.9,"manmade_pond","ponds_behind_white_house","21_16",NA,NA,31.8,9.9,NA,NA,100,33,37.1,6.6,0,NA,"111.5926552","108.6952019",87.02551842
"327",45,"IDR317",0.031670608,0.005824105,0.056176167,NA,"y","n",6,"August",2019,"Anaxyrus_boreas","Sedgwick","41.5","8","swab, toeclip, culture",NA,"juvenile",34.69344,-120.04077,1089,331.9,"dirt_road","station_road","23_32",NA,NA,31.8,9.9,NA,NA,100,33,37.1,6.6,0,NA,"2.53364861","0.465928391",4.494093359
"328",45,"IDR318",0.162066385,0.181958288,0.154566571,NA,"y","n",6,"August",2019,"Anaxyrus_boreas","Sedgwick","37.5","6.5","swab, toeclip",NA,"juvenile",34.69359,-120.04098,1094,333.5,"dirt_road","station_road","23_34",NA,NA,31.8,9.9,NA,NA,100,33,37.1,6.6,0,NA,"12.96531081","14.55666304",12.36532569
"329",45,"IDR319",0.015502016,0.039404802,0,NA,"y","n",6,"August",2019,"Anaxyrus_boreas","Sedgwick","28.5","3.5","swab, toeclip, culture",NA,"juvenile",34.69372,-120.04107,1096,334.1,"dirt_road","station_road","23_36",NA,NA,31.8,9.9,NA,NA,100,33,37.1,6.6,0,NA,"1.240161285","3.152384162",0
"330",45,"IDR320",0,0,0,NA,"y","n",6,"August",2019,"Anaxyrus_boreas","Sedgwick","30","4.5","swab, toeclip",NA,"juvenile",34.6939,-120.04126,1101,335.6,"dirt_road","station_road","23_38",NA,NA,31.8,9.9,NA,NA,100,33,37.1,6.6,0,NA,"0","0",0
"331",45,"IDR321",0,0.018319992,0.028377058,NA,"y","n",6,"August",2019,"Anaxyrus_boreas","Sedgwick","26.5","2.5","swab, toeclip, culture",NA,"juvenile",34.6939,-120.04126,1101,335.6,"dirt_road","station_road","23_39",NA,NA,31.8,9.9,NA,NA,100,33,37.1,6.6,0,NA,"0","1.465599388",2.270164639
"332",45,"IDR322",0,0,0.062437851,NA,"y","n",6,"August",2019,"Anaxyrus_boreas","Sedgwick","27","3.5","swab, toeclip, culture",NA,"juvenile",34.6939,-120.04126,1101,335.6,"dirt_road","station_road","23_41",NA,NA,31.8,9.9,NA,NA,100,33,37.1,6.6,0,NA,"0","0",4.995028079
"333",45,"IDR323",0.091296799,0.036396306,0.081116252,NA,"y","n",6,"August",2019,"Anaxyrus_boreas","Sedgwick","25.5","2.5","swab, toeclip, culture",NA,"juvenile",34.69402,-120.04133,1103,336.2,"dirt_road","station_road","23_43",NA,NA,31.8,9.9,NA,NA,100,33,37.1,6.6,0,NA,"7.303743958","2.911704481",6.489300132
"334",45,"IDR324",0.030621439,0,0,NA,"y","n",6,"August",2019,"Anaxyrus_boreas","Sedgwick","32","4","swab, toeclip",NA,"juvenile",34.6941,-120.04138,1103,336.2,"dirt_road","station_road","23_45",NA,NA,31.8,9.9,NA,NA,100,33,37.1,6.6,0,NA,"2.449715137","0",0
"335",45,"IDR325",0.113344438,0.129717723,0.147785172,NA,"y","n",6,"August",2019,"Anaxyrus_boreas","Sedgwick","27","2","swab, toeclip, culture",NA,"juvenile",34.69419,-120.04141,1105,336.8,"dirt_road","station_road","23_46",NA,NA,31.8,9.9,NA,NA,100,33,37.1,6.6,0,NA,"9.06755507","10.3774178",11.82281375
"336",45,"IDR326",0,0,0,NA,"y","n",6,"August",2019,"Anaxyrus_boreas","Sedgwick","38.5","7","swab, toeclip",NA,"juvenile",34.69423,-120.04143,1104,336.5,"dirt_road","station_road","23_48",NA,NA,31.8,9.9,NA,NA,100,33,37.1,6.6,0,NA,"0","0",0
"337",47,"IDR327",0.031028925,0.101699144,0.061081059,NA,"y","n",8,"August",2019,"Anaxyrus_boreas","Sedgwick","34","5.5","swab, toeclip",NA,"juvenile",34.69348,-120.04088,1058,322.5,"dirt_road","road_by_pond","20_30",NA,"DSC0763",30.5,7.8,NA,NA,100,26,37.1,6.6,0,NA,"2.482314","8.135931492",4.886484742
"338",47,"IDR328",0,0,0,NA,"y","n",8,"August",2019,"Anaxyrus_boreas","Sedgwick","34","5.5","swab, toeclip",NA,"juvenile",34.69348,-120.04088,1058,322.5,"dirt_road","road_by_pond","20_31","approximate time","DSC0766-0767",30.5,7.8,NA,NA,100,26,37.1,6.6,0,NA,"0","0",0
"339",47,"IDR329",0.028004566,0.139229268,0,NA,"y","n",8,"August",2019,"Anaxyrus_boreas","Sedgwick","36","5","swab, toeclip, culture",NA,"juvenile",34.69355,-120.04092,1061,323.4,"dirt_road","road_by_pond","20_32","approximate time","DSC0773-0744",30.5,7.8,NA,NA,100,26,37.1,6.6,0,NA,"2.240365297","11.13834143",0
"340",47,"IDR330",0.014341749,0,0,NA,"y","n",8,"August",2019,"Anaxyrus_boreas","Sedgwick","35","5.5","swab, toeclip",NA,"juvenile",34.69369,-120.04107,1065,324.6,"dirt_road","road_by_pond","20_34",NA,"DSC0776",30.5,7.8,NA,NA,100,26,37.1,6.6,0,NA,"1.14733994","0",0
"341",47,"IDR331",0,0,0,NA,"y","n",8,"August",2019,"Anaxyrus_boreas","Sedgwick","33.5","6","swab, toeclip",NA,"juvenile",34.69385,-120.04121,1074,327.4,"dirt_road","road_by_pond","20_35","approximate time","DSC0778",30.5,7.8,NA,NA,100,26,37.1,6.6,0,NA,"0","0",0
"342",47,"IDR332",0,0.017450841,0,NA,"y","n",8,"August",2019,"Anaxyrus_boreas","Sedgwick","30.5","3","swab, toeclip, culture",NA,"juvenile",34.69394,-120.04125,1081,329.5,"dirt_road","road_by_pond","20_36","approximate time","DSC0780-0781",30.5,7.8,NA,NA,100,26,37.1,6.6,0,NA,"0","1.396067291",0
"343",47,"IDR333",0,0,0,NA,"y","n",8,"August",2019,"Pseudacris_regilla","Sedgwick","27.5","2","swab, toeclip","female","adult",34.69422,-120.04143,1098,334.7,"dirt_road","road_by_pond","20_37","approximate time","DSC0782-0783",30.5,7.8,NA,NA,100,26,37.1,6.6,0,NA,"0","0",0
"344",47,"IDR334",0.187491983,0.178039715,0.219169125,NA,"y","n",8,"August",2019,"Anaxyrus_boreas","Sedgwick","30.5","3","swab, toeclip, culture",NA,"juvenile",34.69422,-120.04143,1098,334.7,"dirt_road","road_by_pond","20_38","approximate time","DSC0792",30.5,7.8,NA,NA,100,26,37.1,6.6,0,NA,"14.99935865","14.24317718",17.53353
"345",47,"IDR335",0.030640354,0.141051561,0.111704662,NA,"y","n",8,"August",2019,"Anaxyrus_boreas","Sedgwick","28","3","swab, toeclip, culture",NA,"juvenile",34.69422,-120.04143,1098,334.7,"dirt_road","road_by_pond","20_39","approximate time","DSC0795",30.5,7.8,NA,NA,100,26,37.1,6.6,0,NA,"2.45122835","11.28412485",8.936372995
"346",47,"IDR336",0.028742364,0.047976241,0.021672785,NA,"y","n",8,"August",2019,"Anaxyrus_boreas","Sedgwick","35","5","swab, toeclip, culture",NA,"juvenile",34.69422,-120.04143,1098,334.7,"dirt_road","road_by_pond","20_40","strange skin - missing layer around e1, inside wrist, and by corner of mouth (Bd?)","DSC0800-0805",30.5,7.8,NA,NA,100,26,37.1,6.6,0,NA,"2.299389094","3.838099241",1.733822823
"347",47,"IDR337",0.092751443,0.103795998,0.082025938,NA,"y","n",8,"August",2019,"Anaxyrus_boreas","Sedgwick","30.5","3.5","swab, toeclip",NA,"juvenile",34.69422,-120.04143,1098,334.7,"dirt_road","road_by_pond","20_44",NA,"DSC0806-0808",30.5,7.8,NA,NA,100,26,37.1,6.6,0,NA,"7.420115471","8.303679824",6.562075019
"348",47,"IDR338",0.051058035,0.057233818,0.024730254,NA,"y","n",8,"August",2019,"Anaxyrus_boreas","Sedgwick","35.5","7","swab, toeclip",NA,"juvenile",34.69422,-120.04143,1098,334.7,"dirt_road","road_by_pond","20_53",NA,"DSC0809-0810",30.5,7.8,NA,NA,100,26,37.1,6.6,0,NA,"4.084642828","4.57870543",1.978420317
"349",47,"IDR339",0.37912187,0.319329858,0.231631875,NA,"y","n",8,"August",2019,"Anaxyrus_boreas","Sedgwick","30","4.5","swab, toeclip, culture",NA,"juvenile",34.69422,-120.04143,1098,334.7,"dirt_road","road_by_pond","20_53",NA,"DSC0811",30.5,7.8,NA,NA,100,26,37.1,6.6,0,NA,"30.32974958","25.54638863",18.53055
"350",47,"IDR340",0,0.040521644,0,NA,"y","n",8,"August",2019,"Anaxyrus_boreas","Sedgwick","36","5.5","swab, toeclip",NA,"juvenile",34.69399,-120.04131,1087,331.3,"dirt_road","road_by_pond","20_53",NA,"DSC0812",30.5,7.8,NA,NA,100,26,37.1,6.6,0,NA,"0","3.241731524",0
